artist_name,track_name
Drake,"Two Birds, One Stone"
Kyle Edwards,We Are Young (Jersey Club)
Ramones,Blitzkrieg Bop - 2016 Remastered Version
Nick Jonas,Bom Bidi Bom
Cam’ron,Oh Boy
The Game,Ali Bomaye
Zac Brown Band,Whiskey's Gone
Bryson Tiller,Get Mine
Kalin and Myles,Love Robbery
Ookay,Thief
Kanye West,Drive Slow
Meek Mill,Check
Justin Moore,I Could Kick Your Ass
Kid Cudi,Ashin’ Kusher
Shawn Colvin,Sunny Came Home
Mumford & Sons,Tompkins Square Park
SWV,Weak
Thompson Twins,Hold Me Now (Extended Short)
Foreigner,Double Vision
Selena Gomez,Magic
Afrojack,SummerThing!
Bob Marley & The Wailers,Is This Love - Montmartre Remix
Luke Bryan,Love In A College Town
M83,I Need You
High School Musical Cast,Start Of Something New
Ludacris,Runaway Love
David Ball,Riding with private malone
CHVRCHES,Clearest Blue
Sebastian Ingrosso,Reload - Vocal Version / Radio Edit
Lonestar,Mr. Mom
Yelawolf,Daddy's Lambo
Imagine Dragons,Roots
Blake Shelton,She Wouldn't Be Gone
The Marshall Tucker Band,Heard It in a Love Song
DJ Snake,Oh Me Oh My
Catfish and the Bottlemen,Homesick
Eli Young Band,Dust
Alessia Cara,River Of Tears
The Jackson 5,Who's Lovin' You
YG,Snitches Ain't...
Marcus Marr,The Trouble With Us
Kodak Black,Gave It All I Got
James Vincent McMorrow,We Don't Eat
Eric Church,Sinners Like Me
Chris Cagle,Let There Be Cowgirls
Ski Mask The Slump God,Life Is Short
Arctic Monkeys,Mad Sounds
High School Musical Cast,Bop To The Top
Troye Sivan,EASE
Usher,Crash
Enur,Calabria 2008
Nas,Hate Me Now
Life of Dillon,Overload - The Chainsmokers Remix
One Direction,Walking in the Wind
Sigala,Easy Love
Billy Joel,Big Shot
Danny Brown,Dip
Busta Rhymes,#Twerkit
Céline Dion,It's All Coming Back to Me Now
Machine Gun Kelly,Hold On (Shut Up)
Queen,I Want To Break Free - Single Remix
Lil Wayne,I'm Single
Chris Brown,Fine By Me
Angus & Julia Stone,Big Jet Plane (Radio Edit)
Cole Swindell,Dozen Roses & A Six-Pack
Soundgarden,Spoonman
Childish Gambino,Kids
Chris Brown,Nothin' Like Me
KYLE,iSpy (feat. Lil Yachty) - No Intro
Troy,Bet On It
Gavin Rossdale,Love Remains The Same
Bryce Vine,Guilty Pleasure
Years & Years,Desire
Dirty Heads,Lay Me Down
Ace Hood,We Them Niggas
SoMo,"Oh, Hell"
Say Anything,Alive With the Glory of Love
Tee Grizzley,Beef (feat. Meek Mill)
Eric Clapton,Change The World
The Jackson 5,I'll Be There
"Hank Williams, Jr.",Whiskey Bent And Hell Bound
Jon Pardi,That Man
Jay Sean,Make My Love Go
Bryson Tiller,The Sequence
Chris Brown,High End
Beyoncé,Schoolin' Life
Felly,Probation
Ed Sheeran,Afire Love
Kanye West,Cold
Elton John,Don't Let The Sun Go Down On Me
Brad Paisley,Letter to Me
John Legend,Green Light
Phoenix,Lasso
Fifth Harmony,Brave Honest Beautiful
Chingy,One Call Away
Troye Sivan,YOUTH - Gryffin Remix
Nate Ruess,Nothing Without Love
Mapei,Don’t Wait
Natasha Bedingfield,These Words
No Doubt,It's My Life
Tim McGraw,One Of Those Nights - Radio Edit
Moon Taxi,All Day All Night
Miranda Lambert,Baggage Claim - Radio Edit
Meek Mill,Burn - feat. Big Sean
G-Eazy,Breathe
Gucci Mane,Waybach
Rufus Wainwright,Hallelujah
O.A.R.,Peace
NAV,TTD
Kid Cudi,Day 'N' Nite - Crookers Remix
Iamsu!,Only That Real (feat. 2 Chainz & Sage The Gemini)
Future,Super Trapper
Godsmack,Cryin' Like A Bitch!!
Jeezy,All There
Kris Wu,Deserve (feat. Travis Scott)
The 1975,M.O.N.E.Y.
Rage Against The Machine,Renegades Of Funk
Wayne Wonder,No Letting Go
Gladys Knight & The Pips,Midnight Train to Georgia
Logic,Upgrade
Tim McGraw,Last Dollar (Fly Away)
Cher Lloyd,Oath
Alabama Shakes,Gimme All Your Love
Kid Ink,Sunset
Brad Paisley,Camouflage
Jon Bellion,Carry Your Throne
Hopsin,Ill Mind of Hopsin 7
Beyoncé,Broken-Hearted Girl
Edward Sharpe & The Magnetic Zeros,40 Day Dream
Wiz Khalifa,This Plane
Omarion,Ice Box
Frank Ocean,Sierra Leone
PSY,Gangnam Style (강남스타일)
Jake Owen,1972
Future,Extra Luv
Adele,Daydreamer
Alabama Shakes,Always Alright
Black Veil Brides,In The End
Augustana,Boston
Hilary Duff,Sparks
Of Monsters and Men,Lakehouse
Quinn XCII,Full Circle
Whitney Houston,I Have Nothing
Kodak Black,Vibin In This Bih
Sublime With Rome,Wherever You Go
Michael Bublé,Feeling Good
Godsmack,I Stand Alone
Toby Keith,Who's Your Daddy?
Don Diablo,On My Mind - Radio Edit
Staind,Outside - Original
Prince,When Doves Cry
Tory Lanez,LA Confidential
Nirvana,Drain You
John Mellencamp,Pink Houses
The Game,Red Nation
GoldLink,Crew REMIX
Bastille,Oblivion
The Temper Trap,Fader
Theory of a Deadman,Bad Girlfriend
Yo Gotti,F-U
Jeremih,Tonight Belongs To U!
Billy Squier,My Kinda Lover - 2010 Digital Remaster
Nicki Minaj,All Things Go
Christina Aguilera,Just A Fool
Wiz Khalifa,Fly Solo
Troy Ave,Doo Doo
Jamie Foxx,You Changed Me
Philip Bailey,Easy Lover
Four Tops,"Reach Out, I'll Be There - Single Version (Mono)"
P!nk,F**kin' Perfect
Dr. Dre,Kush - Main
Elle King,America's Sweetheart
Arcade Fire,Rebellion (Lies)
Iggy Azalea,Team
Green Day,Bang Bang
Juanes,La Camisa Negra
Zion I,Coastin'
Sia,Unstoppable
112,Peaches And Cream
Speaker Knockerz,Dap You Up
DJ Drama,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)"
The Corrs,Breathless
Dorrough Music,Ice Cream Paint Job
Eminem,Almost Famous
Chris Brown,Came To Do
Arctic Monkeys,Arabella
Nickelback,Burn it to the Ground
Bon Jovi,Who Says You Can't Go Home - Duet with Jennifer Nettles of Sugarland Version
The Weeknd,Angel
Dua Lipa,Hotter Than Hell
The Weather Girls,It's Raining Men
Daddy Yankee,Gasolina
A$AP Rocky,PMW (All I Really Need)
Illenium,With You (feat. Quinn XCII)
A$AP Rocky,Peso
Gucci Mane,Freaky Girl
Tom Petty and the Heartbreakers,Breakdown
Jess Glynne,Ain't Got Far To Go
Aerosmith,Crazy
Rick Astley,Together Forever
blackbear,Flirt Right Back
Hippie Sabotage,Able to See Me
Tommy Tutone,867-5309 / Jenny
The Cataracs,All You
Jake Owen,Eight Second Ride
GASHI,Disrespectful
The Chainsmokers,Young
Nickelback,This Afternoon
Childish Gambino,The Palisades
Moon Taxi,River Water
Dada Life,Born To Rage - USA Version
Vampire Weekend,Giving Up The Gun
The O'Jays,Love Train
Tate Kobang,Bank Rolls - Remix
Noah Cyrus,Again
Rihanna,Rehab
Luke Bryan,Muckalee Creek Water
Shawn Mendes,Ruin
Hunter Hayes,Rescue
Keys N Krates,Are We Faded - Original Mix
The Script,Nothing
Thomas Rhett,In A Minute
Lil Uzi Vert,For Real
Blake Shelton,Footloose
Tom Petty,Runnin' Down A Dream
Sage The Gemini,Don't You
A$AP Ferg,What Do You Do
Bee Gees,Night Fever
Jerrod Niemann,Shinin' On Me
Bear Hands,Agora
OneRepublic,Feel Again
Hannah Montana,Let's Get Crazy
Jidenna,Long Live the Chief
KYLE,Not The Same
SoMo,Back To The Start
Unknown Mortal Orchestra,So Good At Being in Trouble
Terror Jr,Come First
The Kooks,She Moves In Her Own Way
Blessid Union Of Souls,Hey Leonardo (She Likes Me for Me)
Pentatonix,La La Latch
Sharpay Evans,Fabulous
Lizzo,Good As Hell
The Lumineers,Flapper Girl
Rae Sremmurd,Look Alive - Remix
Europe,The Final Countdown
Bruno Mars,Too Good To Say Goodbye
Fabolous,Make Me Better
Timeflies,All The Way
Led Zeppelin,Communication Breakdown
Ariana Grande,Thinking Bout You
The Lighthouse And The Whaler,Venice
LL Cool J,Hey Lover
John Mayer,Something Like Olivia
Jimi Hendrix,Crosstown Traffic
Austin Mahone,Say You're Just a Friend (feat. Flo Rida)
Lil Uzi Vert,All My Chains
Beyoncé,Blue
Luke Bryan,Night One
Miley Cyrus,Hands in the Air
The Goo Goo Dolls,Better Days
Shawn Mendes,I Don't Even Know Your Name
Vance Joy,First Time
Lloyd Banks,"Start It Up - feat. Kanye West, Swizz Beatz, Ryan Leslie, & Fabolous"
Mumford & Sons,Lovers' Eyes
Migos,Big On Big
Ice Cube,Go To Church - feat. Snoop Dogg & Lil Jon
The Lonely Island,I'm On A Boat
Yusuf / Cat Stevens,"If You Want To Sing Out, Sing Out"
Lady Antebellum,Heart Break
Eli Young Band,Saltwater Gospel
The Weeknd,Next
Sean Paul,Break It Off (feat. Rihanna)
Ed Sheeran,Bloodstream
Waka Flocka Flame,Rooster In My Rari
A$AP Rocky,Holy Ghost
The Beatles,I Am The Walrus - Remastered
James Morrison,You Give Me Something
Fat Joe,Money Showers
PARTYNEXTDOOR,Right Now
Boyz II Men,On Bended Knee
Chet Faker,Talk Is Cheap
Metallica,Sad But True
Montgomery Gentry,Roll with Me
Travie McCoy,Golden (feat. Sia)
blackbear,Help (feat. Maejor)
Big Sean,Light
Future,Scrape
Twista,Slow Jamz (feat. Kanye West & Jamie Foxx)
G-Unit,Wanna Get To Know You
The Royal Concept,On Our Way
Josh Turner,All Over Me
Playboi Carti,Let It Go
"Hank Williams, Jr.",All My Rowdy Friends (Have Settled Down)
Drake,Cameras / Good Ones Go Interlude - Medley
Aer,Feel I Bring
MKTO,American Dream
Serani,No Games
Beyoncé,Party
Aliotta Haynes Jeremiah,Lake Shore Drive
The Cure,Just Like Heaven
H.E.R.,Best Part
Russ,Don't Lie
Panic! At The Disco,"Build God, Then We'll Talk"
Edwin Starr,War
Bachman-Turner Overdrive,Takin' Care Of Business
Florida Georgia Line,Life Is A Honeymoon
Twenty One Pilots,Air Catcher
Five Finger Death Punch,Far From Home
Beyoncé,Pretty Hurts
Rihanna,ROCKSTAR 101
Cashmere Cat,Adore
Lana Del Rey,This Is What Makes Us Girls
Kesha,Learn To Let Go
Afroman,Because I Got High - Extended Version
Jason Derulo,Bubblegum (feat. Tyga)
Future,Kno The Meaning
Chris Brown,Questions
New Politics,Tonight You're Perfect
Afrojack,Take Over Control - US Radio Edit
Citizen King,Better Days (And The Bottom Drops Out)
Lil Wayne,Got Money
George Strait,I Just Want To Dance With You
The Lumineers,Big Parade
Logic,Mos Definitely
José González,Heartbeats
Dem Franchize Boyz,"I Think They Like Me - feat. Jermaine Dupri, Da Brat & Bow Wow"
Nine Inch Nails,The Hand That Feeds
Lil Uzi Vert,I Can Drive
Tom Jones,It's Not Unusual
Ed Sheeran,How Would You Feel (Paean)
Selena Gomez & The Scene,Hit The Lights
Fifth Harmony,Reflection
Elvis Crespo,Suavemente
Maroon 5,Stutter
Childish Gambino,Pop Thieves (Make It Feel Good)
ScHoolboy Q,JoHn Muir
Florida Georgia Line,Dig Your Roots
Kid Cudi,Girls
Future,Maybach
DRAM,Cute
Muse,Undisclosed Desires
NAV,Hit
Vanessa Hudgens,Come Back To Me
Sean Kingston,Dumb Love
The Postal Service,Such Great Heights (Performed by Iron & Wine) - Remastered
21 Savage,Close My Eyes
Young Thug,Tattoos
Porter Robinson,Lionhearted
Joey Bada$$,Front & Center
Tyga,Dope'd Up
Dan + Shay,Stop Drop + Roll
T.I.,"Check, Run It"
KC & The Sunshine Band,Get Down Tonight - 2004 Remastered Version
Dan + Shay,I Heard Goodbye
James Arthur,Certain Things
Foghat,I Just Want To Make Love To You
Raekwon,The Morning
Jon Pardi,California Sunrise
Nicki Minaj,The Crying Game
The Marshall Tucker Band,Fire On The Mountain
Miike Snow,My Trigger
Jake Owen,Heaven
Eminem,Soldier
Imagine Dragons,The Fall
DNCE,Pay My Rent
Jason Aldean,Laid Back
Rick Ross,Sorry
Ariana Grande,Sometimes
Hopsin,Nocturnal Rainbows
F.L.Y. (Fast Life Yungstaz),Swag Surfin'
Death Cab for Cutie,The Ghosts Of Beverly Drive
Danielle Bradbery,The Heart Of Dixie
Calvin Harris,Pray to God
Galimatias,Pretty Thoughts
Ashlee Simpson,L.O.V.E.
Fetty Wap,Westside (feat. Snoop Dogg)
Lorde,Bravado
T-Wayne,Nasty Freestyle - The Replay
Justice,D.A.N.C.E.
Jaymes Young,We Won't
Alex Aiono,Work The Middle
Bastille,Things We Lost In The Fire
The Cars,My Best Friend's Girl
Rihanna,Higher
The Downtown Fiction,I Just Wanna Run
Bahamas,Lost In The Light
Logic,Under Pressure
David Guetta,Play Hard (feat. Ne-Yo & Akon) - feat. Ne-Yo & Akon
Ciara,I'm Out
Disclosure,Nocturnal
KYLE,Sex & Super Smash Bros.
David Allan Coe,The Ride
Daughtry,Feels Like Tonight
Nine Inch Nails,Closer
Action Bronson,Actin Crazy
Dierks Bentley,Pretty Girls
Ginuwine,So Anxious
Kip Moore,That Was Us
IshDARR,Too Bad
Fall Out Boy,The Mighty Fall
Dierks Bentley,Pick Up
Chase Rice,Three Chords & The Truth
Young Boss,Go Girl
Dave Matthews Band,So Much to Say
Grateful Dead,Friend Of The Devil - Remastered Version
Drake,6PM In New York
Cage The Elephant,Spiderhead
Tory Lanez,Traphouse
Blake Shelton,I'll Name the Dogs
Kevin Gates,Satellites (feat. Wiz Khalifa) - HPG Remix
A R I Z O N A,Oceans Away
5 Seconds of Summer,Jet Black Heart
Kid Cudi,Baptized In Fire
Jonn Hart,Who Booty
James,Laid
Judas Priest,Living After Midnight
One Direction,Fool's Gold
J. Cole,Rich Niggaz
Kehlani,FWU
Rascal Flatts,Back To Us
Cast Of 'Camp Rock 2',Can't Back Down
Warren G,This D.J.
Lil Wayne,Trippy
Phil Vassar,Just Another Day In Paradise
Spoon,The Underdog
Miley Cyrus,See You Again - Rock Mafia Remix
Trey Songz,Foreign Remix (feat. Justin Bieber)
John Travolta,Greased Lightnin'
Maroon 5,My Heart Is Open
Skrillex,Scary Monsters And Nice Sprites
William Michael Morgan,Missing
Alien Ant Farm,Smooth Criminal
John Legend,Penthouse Floor
Ester Dean,Since U Been Gone
Iamsu!,Never Goin' Broke (feat. Kehlani)
Kendrick Lamar,Blow My High (Members Only)
Lana Del Rey,Ride
Zella Day,Seven Nation Army
SWV,Right Here - Human Nature Radio Mix
Norah Jones,Come Away With Me
Chicago,If You Leave Me Now - Remastered
AWOLNATION,Run
A Boogie Wit da Hoodie,Bag On Me
MAGIC!,Let Your Hair Down
Tim McGraw,She Never Lets It Go To Her Heart
Red Hot Chili Peppers,The Zephyr Song
Sylvan Esso,Hey Mami
Rihanna,Diamonds - Remix
O-Town,All or Nothing
Kendrick Lamar,untitled 05 | 09.21.2014.
Pia Mia,Touch
112,Cupid
Disturbed,Indestructible
Santana,Into the Night
Russ,Too Many
Disturbed,Ten Thousand Fists
Toby Keith,Drunk Americans
Timbaland,If We Ever Meet Again (Featuring Katy Perry) - feat. ケイティ・ペリー
Atlas Genius,If So
One Direction,"C'mon, C'mon"
Grace,You Don't Own Me - Candyland Remix
Prince Royce,Darte un Beso
Seth Ennis,Woke Up in Nashville
Colonel Loud,California
Gavin James,Nervous (The Ooh Song) - Mark McCabe Remix
Ozzy Osbourne,"Mama, I'm Coming Home"
AFI,Miss Murder
Meat Loaf,Bat Out of Hell
Britney Spears,Everytime
Sum 41,Still Waiting
Alice In Chains,Rooster
Dion,Runaround Sue
Eminem,Kim
Lil Jon,Lovers & Friends
Joe Diffie,John Deere Green
Bryson Tiller,Overtime
Shawn Mendes,Bad Reputation
Gregory Alan Isakov,The Stable Song
Speaker Knockerz,Flexin & Finessin
Billie Eilish,ocean eyes
Patsy Cline,Crazy
Shinedown,Cut The Cord
The Del-Vikings,Come Go With Me
Matchbox Twenty,Bright Lights
Snow Patrol,Open Your Eyes
Jarryd James,Do You Remember
Less Is More,Cool Kids/Riptide (Originally Performed by Echosmith and Vance Joy)
Tyga,40 Mill
Ed Sheeran,Save Myself
NEEDTOBREATHE,Something Beautiful
Kanye West,Street Lights
Mura Masa,What If I Go? (feat. Bonzai)
SZA,Childs Play (feat. Chance the Rapper)
Brooks Jefferson,Callin' Baton Rouge
JAY Z,Lucifer
Keith Urban,You're My Better Half
Trinidad James,All Gold Everything - Remix
Jason Aldean,Water Tower
Lil Uzi Vert,Canadian Goose
Destiny's Child,"Bills, Bills, Bills"
Ellie Goulding,Army
The Head and the Heart,Shake
Priory,Weekend
Led Zeppelin,Trampled Under Foot
Jana Kramer,Love
WizKid,Come Closer
Fall Out Boy,Beat It - Studio Version
Bruce Springsteen,Streets of Philadelphia
J. Holiday,Suffocate
Sting,Desert Rose
Jordan Pruitt,Jump To The Rhythm
Mac Miller,Stay
Justin Bieber,Mark My Words
Fall Out Boy,Alone Together
Vanessa Hudgens,Sneakernight - Single Version
J. Cole,She's Mine Pt. 2
Gary Numan,Cars
Ty Dolla $ign,When I See Ya (feat. Fetty Wap)
John Mayer,No Such Thing
Korn,Got the Life
Logic,Hallelujah
T-Pain,Make That Sh*t Work
Spoon,Inside Out
Weezer,Pork And Beans
David Guetta,Memories (feat. Kid Cudi) - feat. Kid Cudi
Scotty McCreery,The Trouble With Girls
Chris Janson,Fix a Drink
Lil Uzi Vert,Neon Guts (feat. Pharrell Williams)
Big Mountain,"Baby, I Love Your Way"
Rich Chigga,Who That Be
Tinashe,Superlove
Lil Wayne,Hustler Musik
Taylor Swift,Speak Now
50 Cent,My Life
Avicii,Lonely Together (feat. Rita Ora)
KISS,I Was Made For Lovin' You
Panic! At The Disco,Girls/Girls/Boys
A$AP Rocky,Excuse Me
Ed Sheeran,Barcelona
Vic Mensa,No Chill
Paul Simon,Kodachrome
Old Dominion,Crazy Beautiful Sexy
A$AP Ferg,Yammy Gang
The Temptations,Ain't Too Proud To Beg
Little Mix,Secret Love Song
Travis Scott,90210
Panic! At The Disco,C'mon
The Notorious B.I.G.,Going Back To Cali - 2014 Remastered Version
A-Trak,Ray Ban Vision ft. Cyhi Da Prynce
RHODES,Let It All Go
Tory Lanez,One Day
Owl City,When Can I See You Again?
The Temper Trap,Love Lost
Florida Georgia Line,Bumpin' The Night
Twenty One Pilots,The Run And Go
Lil Uzi Vert,Team Rocket
Naughty By Nature,Feel Me Flow
Wallpaper.,FUCKING BEST SONG EVERRR
Marc E. Bassy,Lock It Up (feat. Kehlani)
CAZZETTE,Sleepless - Radio Edit
Erasure,A Little Respect - 2009 Remastered Version
K'NAAN,Wavin' Flag - Coca-Cola® Celebration Mix
Brandon Lay,"Speakers, Bleachers And Preachers"
The Beatles,We Can Work It Out - Remastered 2015
Jerry Douglas,The Boxer
Thomas Rhett,Leave Right Now
Omarion,I'm Sayin' (feat. Rich Homie Quan)
Catfish and the Bottlemen,7
Nas,I Can
Machine Gun Kelly,Bad Mother F*cker
Ray Charles,I've Got A Woman
Gary Allan,It Ain't The Whiskey
Beyoncé,Deja Vu
Bastille,Send Them Off!
Jason Derulo,What If
Curren$y,Bottom of the Bottle (feat. August Alsina & Lil Wayne)
Rihanna,Close To You
The Beatles,Yellow Submarine - Remastered
Austin Mahone,What About Love
Amir Obe,WISH YOU WELL
Corey Smith,If I Could Do It Again
Lindsey Stirling,Shatter Me
MØ,Nights With You
One Direction,Midnight Memories
Montgomery Gentry,Hell Yeah
The Deep Dixie Boys,Friends in Low Places
One Direction,Rock Me
Shawn Mendes,Imagination
Chris Stapleton,Might As Well Get Stoned
Nico & Vinz,In Your Arms
REO Speedwagon,Time for Me to Fly
The Weeknd,The Party & The After Party
Little Big Town,Little White Church
REO Speedwagon,Roll with the Changes
Toby Keith,Bullets In The Gun
White Zombie,More Human Than Human
Dan + Shay,Already Ready
Vigiland,Shots & Squats
Pitbull,"Back in Time - featured in ""Men In Black 3"""
Jon Pardi,Missin' You Crazy
Flume,Say It - Illenium Remix
Tim McGraw,Speak to a Girl
Billie Eilish,Ocean Eyes - Blackbear Remix
Catfish and the Bottlemen,Cocoon
RaeLynn,God Made Girls
Future,Feds Did a Sweep
The Pussycat Dolls,Wait A Minute
MØ,Kamikaze
Donnie Trumpet & The Social Experiment,Familiar
David Guetta,Gettin' Over You (feat. Fergie & LMFAO) - feat. Fergie & LMFAO
Slick Rick,Children's Story
James Hersey,Miss You
Hannah Montana,Rockstar - Original Version
Beyoncé,Daddy Lessons
Dixie Chicks,Travelin' Soldier
SoMo,We Can Make Love
Justin Bieber,Hold Tight
Chris Young,What If I Stay
2 Chainz,Riot
Ne-Yo,Sexy Love
Adam Lambert,If I Had You
Wild Belle,Keep You
Alabama,I'm in a Hurry (And Don't Know Why)
2Pac,To Live & Die In L.A. - Album Version (Edited)
The Cadillac Three,White Lightning
State of Sound,Wake Up Where You Are
Coldplay,Princess of China - Acoustic
Ben Howard,The Wolves
Timeflies,Stuck With Me
Christina Aguilera,Hurt
Mark Ronson,Valerie - Version Revisited
Audioslave,Cochise
Madonna,Holiday
Sam Smith,Writing's On The Wall
Marc E. Bassy,Dirty Water
Matisyahu,Sunshine
Lil Uzi Vert,Malfunction
Kiiara,Feels - Jai Wolf Remix
Young the Giant,Mind Over Matter
YFN Lucci,Heartless (feat. Rick Ross & Bigga Rankin)
Bubba Sparxxx,Ms. New Booty
A Thousand Horses,(This Ain’t No) Drunk Dial
KYLE,Keep It Real
Amber Run,I Found
Calvin Harris,Bounce - Radio Edit
Justin Bieber,Right Here
Miley Cyrus,FU
Kendrick Lamar,No Make-Up (Her Vice)
The Lumineers,Gun Song
Goody Grace,Two Shots
Wiz Khalifa,Hope (feat. Ty Dolla $ign)
$uicideBoy$,South Side Suicide (feat. Pouya)
Hunter Hayes,Tattoo
Mariah Carey,Emotions
Young Thug,Drippin'
Tiësto,The Right Song
Taylor Swift,Style
Elvis Presley,Suspicious Minds
Kool & The Gang,Get Down On It - Single Version
Trace Adkins,Just Fishin'
The Red Jumpsuit Apparatus,Your Guardian Angel
G-Eazy,Just Believe
Simple Plan,Perfect
Joey Bada$$,Christ Conscious
KC & The Sunshine Band,Boogie Shoes - 2004 Remastered Version
Joe Diffie,Pickup Man
Diplo,Revolution (feat. Faustix & Imanos and Kai) - Unlike Pluto Remix
Rihanna,Right Now
Gloriana,Wild At Heart
Lana Del Rey,Born To Die
The Bravery,Believe
Luke Bryan,Just Over
J. Cole,Chaining Day
Lady Antebellum,Freestyle
A$AP Mob,Telephone Calls
Mako,Into The Sunset
Lifehouse,Broken
Hoodie Allen,Long Night (feat. Chance the Rapper)
Justin Timberlake,Take Back the Night
Wale,Colombia Heights (Te Llamo) [feat. J Balvin]
50 Cent,Hate It Or Love It - G-Unit Remix
Future,Use Me
Earl Sweatshirt,Chum
Bad Company,Rock 'n' Roll Fantasy - Remastered Version
OMI,Cheerleader - Felix Jaehn vs Salaam Remi Remix
Juicy J,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles"""
One Direction,Little Things
Atlas Genius,Stockholm
The Lumineers,Charlie Boy
Shakira,La Tortura
Shakira,Rabiosa
G-Eazy,Order More
Kevin Gates,Hard For
Fabolous,Can't Let You Go - feat. Mike Shorey & Lil' Mo
Carlos Vives,La Bicicleta
Madonna,Like A Virgin
Brantley Gilbert,Read Me My Rights
